tickers,weights,ret,vol,sharpe
AMZN;AXP;BA;CRM;CSCO;CVX;DIS;GS;HD;HON;IBM;JNJ;JPM;KO;MCD;MMM;MRK;MSFT;NKE;NVDA;PG;SHW;TRV;UNH;V;VZ;WMT,0.0019;0.0527;0.0426;0.0652;0.0694;0.0148;0.0529;0.0237;0.0541;0.0659;0.0502;0.0058;0.0595;0.0113;0.0056;0.0326;0.0085;0.0310;0.0089;0.0531;0.0309;0.0051;0.0344;0.0320;0.0803;0.0345;0.0734,0.42253031657731444,0.13080529755857748,3.2302232743142234
