tickers,weights,ret,vol,sharpe
AAPL;AMGN;AMZN;AXP;CAT;CRM;CSCO;DIS;GS;HD;HON;IBM;JNJ;JPM;KO;MCD;MMM;MSFT;NKE;NVDA;PG;SHW;TRV;V;VZ;WMT,0.0468;0.0087;0.0595;0.0605;0.0381;0.0730;0.0681;0.0513;0.0224;0.0212;0.0477;0.0667;0.0189;0.0305;0.0232;0.0770;0.0263;0.0208;0.0056;0.0163;0.0050;0.0295;0.0235;0.0679;0.0369;0.0547,0.4390225257371816,0.13273933159272036,3.3074034686585563
